기준일,"검체채취
2020년 11월 02일 16시,○,전남,담양군,담양군보건소,전남 담양군 담양읍 만성리 135,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-380-3967
2020년 11월 02일 16시,○,전남,담양군,담양 사랑병원,담양군 담양읍 천변7길 19,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-380-9119
2020년 11월 02일 16시,○,전남,목포시,목포시보건소,전남 목포시 산정동 1676 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-277-4000
2020년 11월 02일 16시,○,전남,목포시,목포한국병원,전남 목포시 영산로 483,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-270-5900
2020년 11월 02일 16시,○,전남,목포시,목포기독병원,전남 목포시 백년대로 303,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-7211
2020년 11월 02일 16시,○,전남,목포시,목포중앙병원,전남 목포시 영산로 627,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-280-3167
2020년 11월 02일 16시,○,전남,목포시,목포시의료원,전남 목포시 이로로 18,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-6342
2020년 11월 02일 16시,○,전남,목포시,세안종합병원,전남 목포시 고하대로 795-2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-6666
2020년 11월 02일 16시,○,전남,목포시,전남중앙병원,전남 목포시 고하대로 724,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-260-3555
2020년 11월 02일 16시,○,전남,무안군,무안군보건소,전남 무안군 무안읍 성동리 712-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-450-5021
2020년 11월 02일 16시,○,전남,무안군,대송의료재단 무안병원,전남 무안군 무안읍 몽탄로 65,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-450-3119
2020년 11월 02일 16시,○,전남,보성군,보성군보건소,전남 보성군 보성읍 보성리 827,08:30 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-850-8816
2020년 11월 02일 16시,○,전남,보성군,보성아산병원,전라남도 보성군 미력면 가평길 36-17,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-850-3606
2020년 11월 02일 16시,○,전남,보성군,벌교삼호병원,보성군 벌교읍 남하로 12,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,061-859-5051
2020년 11월 02일 16시,○,전남,순천시,순천시보건소,전남 순천시 석현동 36-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-749-6680
2020년 11월 02일 16시,○,전남,순천시,순천 성가롤로병원,전라남도 순천시 순광로 221,08:30 ~ 11:30,08:30 ~ 11:30,08:30 ~ 11:30,061-720-2061
2020년 11월 02일 16시,○,전남,순천시,순천의료원,전라남도 순천시 서문성터길 2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-759-9139
2020년 11월 02일 16시,○,전남,순천시,순천병원,전라남도 순천시 조례1길 24(조례동),09:00 ~ 17:30,00:00 ~ 24:00,00:00 ~ 24:00,061-720-7126
2020년 11월 02일 16시,○,전남,신안군,신안군보건소,전남 신안군 압해읍 신장리 462-10,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-240-8084
2020년 11월 02일 16시,○,전남,여수시,여수시보건소,"전남 여수시 시청서4길 47(학동, 여수시보건소)",09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-659-4248
2020년 11월 02일 16시,○,전남,여수시,여천전남병원,전남  여수시 무선로 95,09:00 ~ 17:00,09:00 ~ 13:00,미운영,"061-690-6196,6661"
2020년 11월 02일 16시,○,전남,여수시,여수전남병원,"전남 여수시 좌수영로 49(광무동,전남병원)",09:00 ~ 17:00,09:00 ~ 13:00,미운영,"061-640-7127,7130"
2020년 11월 02일 16시,○,전남,여수시,여수한국병원,여수시 여천체육공원길 10,09:00 ~ 17:30,09:00 ~ 12:30,미운영,"061-689-9119,9262"
2020년 11월 02일 16시,○,전남,여수시,여수제일병원,여수시 쌍봉로 70,09:00 ~ 18:00,09:00 ~ 13:00,미운영,"061-689-8101,8846"
2020년 11월 02일 16시,○,전남,영광군,영광군보건소,전라남도 영광군 영광읍 남천리 326-5,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-350-5552
2020년 11월 02일 16시,○,전남,영광군,영광종합병원,전남 영광군 영광읍 와룡로 3,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,061-350-8129
2020년 11월 02일 16시,○,전남,영광군,영광기독병원,전남 영광군 영광읍 신남로 265,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,061-350-3119
2020년 11월 02일 16시,○,전남,영암군,영암군보건소,전남 영암군 영암읍 춘양리 525 영암군보건소 ,00:00 ~ 23:59,00:00 ~ 23:59,00:00 ~ 23:59,061-470-6536
2020년 11월 02일 16시,○,전남,장흥군,장흥군보건소,전남 장흥군 장흥읍 흥성로 49,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,061-860-6481
2020년 11월 02일 16시,○,전남,장흥군,장흥종합병원,장흥군 장흥읍 흥성로 92,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-862-8300
2020년 11월 02일 16시,○,전남,진도군,진도군보건소,전남 진도군 진도읍 남동리 776-26번지,07:00 ~ 22:00,07:00 ~ 18:00,07:00 ~ 18:00,061-540-6074
2020년 11월 02일 16시,○,전남,진도군,진도한국병원,전라남도 진도군 남문길 48,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-542-7575
2020년 11월 02일 16시,○,전남,함평군,함평군보건소,전남 함평군 함평읍 기각리 253,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-320-2417
2020년 11월 02일 16시,○,전남,함평군,함평성심병원,전남 함평군 함평읍 영수길 132,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-324-0001
2020년 11월 02일 16시,○,전남,해남군,해남군보건소,전라남도 해남군 해남읍 해리 186,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-531-3745
2020년 11월 02일 16시,○,전남,해남군,해남종합병원,전라남도 해남군 해남읍 해남로 45,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-530-0119
2020년 11월 02일 16시,○,전남,해남군,해남우리종합병원,전라남도 해남군 옥천면 해남로 597,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-530-7119
2020년 11월 02일 16시,○,전남,화순군,화순군보건소,전남 화순군 화순읍 삼천리 719번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-379-5341
2020년 11월 02일 16시,○,전남,화순군,전남화순대학교병원,전남 화순군 화순읍 서양로 322,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-379-8884
2020년 11월 02일 16시,○,전남,화순군,화순성심병원,전남 화순군 화순읍 만연로 31,09:00 ~ 18:00,미운영,미운영,061-370-9114
2020년 11월 02일 16시,○,전남,곡성군,곡성군보건의료원,전라남도 곡성군 곡성읍 읍내리 220,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-360-7681
2020년 11월 02일 16시,○,전남,곡성군,곡성사랑병원,전남 곡성군 곡성읍 곡성로 761,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-360-6008
2020년 11월 02일 16시,○,전남,구례군,구례군보건의료원,전남 구례군 구례읍 동편제길 30,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,061-780-2673
2020년 11월 02일 16시,○,전남,구례군,구례병원,구례군 구례읍 동편제길 4,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,061-780-3231
2020년 11월 02일 16시,○,전남,완도군,완도군보건의료원,전남 완도군 완도읍 죽청리 483-8 완도보건의료원 본관,9:0 ~ 18:0,9:0 ~ 18:0,9:0 ~ 18:0,061-550-6767
2020년 11월 02일 16시,○,전남,완도군,대성병원,완도군읍 청해진동로 63,0:0 ~ 24:0,0:0 ~ 24:0,0:0 ~ 24:0,061-553-4567
2020년 11월 02일 16시,○,전남,장성군,장성군보건소,전남 장성군 장성읍 영천리 1475-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-390-8308
2020년 11월 02일 16시,○,전남,장성군,장성병원,전남 장성군 장성읍 역전로 171,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-390-9000
2020년 11월 02일 16시,○,경북,경산시,경산시보건소,경상북도 경산시 중방동 708-5 (경산시보건소),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,053-810-6314
2020년 11월 02일 16시,○,경북,경산시,경산중앙병원,경북 경산시 경안로 11,09:00 ~ 18:00,09:00 ~ 12:30,미운영,053-715-0119
2020년 11월 02일 16시,○,경북,경산시,세명병원,경북 경산시 경안로 208,09:00 ~ 17:30,09:00 ~ 13:00,미운영,053-819-8500
2020년 11월 02일 16시,○,경북,경주시,경주시보건소,경북 경주시 동천동 987,09:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,054-760-2080
2020년 11월 02일 16시,○,경북,경주시,동국대 경주병원, 경북 경주시 동대로 87  ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-770-8306
2020년 11월 02일 16시,○,경북,고령군,고령군보건소,경북 고령군 대가야읍 지산리 232-8 고령군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-954-1300
2020년 11월 02일 16시,○,경북,고령군,고령영생병원,경북 고령군 대가야읍 중앙로33,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-955-2661
2020년 11월 02일 16시,○,경북,구미시,구미보건소,경북 구미시 지산동 853-12 ,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,054-480-4958
2020년 11월 02일 16시,○,경북,구미시,순천향대학교구미병원,경상북도 구미시 1공단로 179,09:00 ~ 16:00,09:30 ~ 11:30,미운영,054-468-9119
2020년 11월 02일 16시,○,경북,구미시,구미차병원,경상북도 구미시 신시로10길 12 ,09:30 ~ 16:30,미운영,미운영,054-450-9997
2020년 11월 02일 16시,○,경북,군위군,군위군보건소,경북 군위군 군위읍 군청로 70 군위군보건소 ,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,054-380-7447
2020년 11월 02일 16시,○,경북,김천시,김천시보건소,경북 김천시 신음동 1284 ,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,054-433-4000
2020년 11월 02일 16시,○,경북,김천시,김천제일병원,경북 김천시 신음1길 12 ,09:00 ~ 18:00,09:00 ~ 13:00,미운영,054-420-9300
2020년 11월 02일 16시,○,경북,김천시,김천의료원,경북 김천시 모암길 24 ,10:00 ~ 16:00,10:00 ~ 12:00,미운영,054-429-8114
2020년 11월 02일 16시,○,경북,문경시,문경시보건소,경북 문경시 점촌동(점촌1동) 232 문경시보건소,09:00 ~ 18:00,미운영,미운영,054-550-8208
2020년 11월 02일 16시,○,경북,문경시,문경제일병원,경북 문경시 당교3길 25,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-550-7700
2020년 11월 02일 16시,○,경북,문경시,문경중앙병원,경북 문경시 중앙로 117-18 ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-550-2011
2020년 11월 02일 16시,○,경북,봉화군,봉화군보건소,경북 봉화군 봉화읍 내성리 285 봉화군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-673-4000
2020년 11월 02일 16시,○,경북,봉화군,봉화해성병원,봉화군 보밑길3 봉화해성병원,12:00 ~ 12:00,12:00 ~ 12:00,12:00 ~ 12:00,054-674-0011
2020년 11월 02일 16시,○,경북,상주시,상주시보건소,경북 상주시 무양동 33-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-535-4000
2020년 11월 02일 16시,○,경북,상주시,상주적십자병원,경북 상주시 상서문로 53,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-534-3501
2020년 11월 02일 16시,○,경북,상주시,상주성모병원,경북 상주시 냉림서성길,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-530-7123
2020년 11월 02일 16시,○,경북,구미시,구미시선산보건소,경북 구미시 선산읍 동부리 544-1 ,09:00 ~ 16:00,미운영,미운영,054-480-4130
2020년 11월 02일 16시,○,경북,성주군,성주군보건소,경상북도 성주군 성주읍 경산리 436-1,09:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,054-930-8122
2020년 11월 02일 16시,○,경북,안동시,안동시보건소,경북 안동시 북문동(중구동) 58 안동시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,"054-840-5999,5917"
2020년 11월 02일 16시,○,경북,안동시,안동병원,경북 안동시 앙실로 11 (수상동),09:00 ~ 17:00,09:00 ~ 12:30,미운영,054-840-0119
2020년 11월 02일 16시,○,경북,안동시,안동성소병원,경북 안동시 서동문로 99 ,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-850-8114
2020년 11월 02일 16시,○,경북,안동시,경상북도안동의료원,경상북도 안동시 태사2길 55,09:00 ~ 16:30,09:00 ~ 11:30,미운영,054-850-6100
2020년 11월 02일 16시,○,경북,영덕군,영덕군보건소,경북 영덕군 영덕읍 군청길 53,미운영,09:00 ~ 17:00,09:00 ~ 17:00,054-730-6894
2020년 11월 02일 16시,○,경북,영덕군,영덕아산병원,영덕읍  영덕로 1621,09:00 ~ 17:00,미운영,미운영,054-730-0119
2020년 11월 02일 16시,○,경북,영양군,영양군보건소,경상북도 영양군 영양읍 동부리 동서대로 82번지,08:00 ~ 18:00,미운영,미운영,054-680-5196
2020년 11월 02일 16시,○,경북,영주시,영주시보건소,경북 영주시 휴천동(휴천2동) 466-6 영주시보건소,09:00 ~ 19:00,09:00 ~ 18:00,09:00 ~ 18:00,054-631-4000
2020년 11월 02일 16시,○,경북,영주시,영주적십자병원,영주시 대학로 327,00:00 ~ 24:00,미운영,미운영,054-630-0100
2020년 11월 02일 16시,○,경북,영천시,영천시보건소,경북 영천시 문내동 152-1 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-339-7979
2020년 11월 02일 16시,○,경북,영천시,영남대학교 영천병원,영천시 오수1길 10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-330-7575
2020년 11월 02일 16시,○,경북,예천군,예천군보건소,경북 예천군 예천읍 노상리 125-1 예천군보건소 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-650-8042
2020년 11월 02일 16시,○,경북,예천군,예천권병원,예천읍 시장로 136,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-654-6611
2020년 11월 02일 16시,○,경북,의성군,의성군보건소,경북 의성군 의성읍 도서리 104-1 ,09:00 ~ 09:00,09:00 ~ 18:00,09:00 ~ 18:00,054-830-6660
2020년 11월 02일 16시,○,경북,청도군,청도군보건소,화양읍 산성강변길 472,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-370-2696
2020년 11월 02일 16시,○,경북,칠곡군,칠곡군보건소,경북 칠곡군 왜관읍 석전2리 262-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-979-8223
2020년 11월 02일 16시,○,경북,포항시,세명기독병원,경상북도 포항시 남구 대도동 94-8,08:30 ~ 17:30,08:30 ~ 12:30,미운영,054-275-0005
2020년 11월 02일 16시,○,경북,포항시,포항성모병원,경상북도 포항시 남구 대잠동길 17,09:00 ~ 16:30,09:00 ~ 11:30,미운영,054-260-8019
2020년 11월 02일 16시,○,경북,포항시,포항시북구보건소,경북 포항시 북구 장성동 1363,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-270-4114
2020년 11월 02일 16시,○,경북,포항시,포항의료원,경북 포항시 북구 용흥로 36,10:00 ~ 16:00,11:00 ~ 12:00,미운영,054-247-0551
2020년 11월 02일 16시,○,경북,울릉군,울릉군보건의료원,경북 울릉군 울릉읍    울릉순환로 396-18,09:00 ~ 17:50,미운영,미운영,054-790-6871
2020년 11월 02일 16시,○,경북,울진군,울진군보건소,경북 울진군 울진읍 현내항길 71 ,09:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,054-783-1250
2020년 11월 02일 16시,○,경북,청송군,청송군보건의료원,경북 청송군 청송읍 금곡리 1056-54 청송보건의료원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-870-7100
2020년 11월 02일 16시,○,경북,청송군,경북북부제2교도소 부속의원,경북 청송군 진보면 양정길 110,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-870-2575
2020년 11월 02일 16시,○,경남,거제시,거제시보건소,경상남도 거제시 양정동 981,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,055-639-6000
2020년 11월 02일 16시,○,경남,거제시,거붕백병원,경남거제시 계룡로5길 14,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-733-0188
2020년 11월 02일 16시,○,경남,거제시,대우병원,경남거제시 두모길16,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-680-8119
2020년 11월 02일 16시,○,경남,거제시,맑은샘병원,경남거제시 연초면 거제대로 4477,08:30 ~ 17:30,08:30 ~ 12:30,미운영,055-736-1004
2020년 11월 02일 16시,○,경남,거창군,거창군보건소,경남 거창군 거창읍 송정리 332-3 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-940-8335
2020년 11월 02일 16시,○,경남,거창군,거창적십자병원,경남 거창군 거창읍 중앙로91 거창적십자병원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-944-3251
2020년 11월 02일 16시,○,경남,고성군,고성군보건소,경남 고성군 고성읍 대독리 4 고성군보건소,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,055-670-4013
2020년 11월 02일 16시,○,경남,김해시,김해시보건소,경남 김해시 외동(내외동) 1261-3 김해시 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-330-4481
2020년 11월 02일 16시,○,경남,김해시,김해중앙병원,경상남도 김해시 분성로 94-8 (외동),08:30 ~ 17:30,08:30 ~ 12:30,미운영,055-330-6007
2020년 11월 02일 16시,○,경남,김해시,갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),09:00 ~ 12:30,미운영,미운영,055-310-6114
2020년 11월 02일 16시,○,경남,김해시,조은금강병원,경상남도 김해시 김해대로 1814-37 (삼계동),09:00 ~ 18:00,09:00 ~ 12:00,미운영,055-330-0392
2020년 11월 02일 16시,○,경남,남해군,남해군보건소,경남 남해군 남해읍 북변리 458-1,09:00 ~ 22:00,09:00 ~ 18:00,09:00 ~ 18:00,055-860-8740
2020년 11월 02일 16시,○,경남,남해군,이도의료재단 남해병원,경상남도 남해군 남해읍 화전로 169,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,055-863-2201
2020년 11월 02일 16시,○,경남,창원시,창원시 마산보건소,경남 창원시 마산합포구 해운동   61-1,09:00 ~ 18:00,09:00 ~ 13:00,미운영,055-225-5941
2020년 11월 02일 16시,○,경남,창원시,삼성창원병원,창원시 마산회원구 팔용로 158,09:00 ~ 17:00,미운영,미운영,055-233-6121
2020년 11월 02일 16시,○,경남,창원시,경상남도마산의료원,창원시 마산합포구 3.15대로 231,08:30 ~ 17:30,미운영,미운영,055-249-1116
2020년 11월 02일 16시,○,경남,창원시,SMG연세병원,창원시 마산합포구 3.15대로 76,09:00 ~ 17:30,09:00 ~ 12:30,미운영,055-240-7777
2020년 11월 02일 16시,○,경남,밀양시,밀양시보건소,경남 밀양시 삼문동 159-1 (삼문중앙로41),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-359-7015
2020년 11월 02일 16시,○,경남,밀양시,밀양윤병원,경남 밀양시 삼문중앙로 32,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-354-2200
2020년 11월 02일 16시,○,경남,사천시,사천시보건소,경남 사천시 용현면 덕곡리 사천시청 501번지,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,055-831-3620
2020년 11월 02일 16시,○,경남,사천시,의료법인승연의료재단 삼천포서울병원,경남 사천시 남일로 33(동금동),00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-830-9009
2020년 11월 02일 16시,○,경남,사천시,삼천포제일병원,경남 사천시 중앙로136,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-830-2965
2020년 11월 02일 16시,○,경남,양산시,양산시보건소,경남 양산시 중부동 707-2(삽량로 169),09:00 ~ 18:00,11:00 ~ 15:00,11:00 ~ 15:00,055-392-5220
2020년 11월 02일 16시,○,경남,양산시,베데스다병원,신기로 28,09:00 ~ 17:00,09:00 ~ 13:00,미운영,055-384-9901
2020년 11월 02일 16시,○,경남,양산시,양산부산대학교병원,금오로 20,09:00 ~ 17:00,미운영,미운영,055-360-3366
2020년 11월 02일 16시,○,경남,의령군,의령군보건소,경상남도 의령군 의령읍 서동리 534,09:00 ~ 22:00,09:00 ~ 18:00,09:00 ~ 18:00,055-570-4040
2020년 11월 02일 16시,○,경남,의령군,의령병원,경남 의령군 의령읍 의병로14길 10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-573-4100
2020년 11월 02일 16시,○,경남,진주시,진주시보건소,경남 진주시 초전동(초장동) 348-2  1층 진주시보건소,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-749-5714
2020년 11월 02일 16시,○,경남,진주시,제일병원,진주대로885,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-756-2900
2020년 11월 02일 16시,○,경남,진주시,고려병원,진주시 동진로2,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-751-2525
2020년 11월 02일 16시,○,경남,진주시,반도병원,진주시 남강로701,09:00 ~ 17:00,09:00 ~ 13:00,미운영,055-749-0200
2020년 11월 02일 16시,○,경남,진주시,진주복음병원,진주시 진양호로370,09:00 ~ 18:00,09:00 ~ 13:00,미운영,055-749-7119
2020년 11월 02일 16시,○,경남,진주시,진주세란병원,진주대로829,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-760-7575
2020년 11월 02일 16시,○,경남,진주시,경상대학교병원,진주대로861번길15,09:00 ~ 18:00,미운영,미운영,055-750-8939
2020년 11월 02일 16시,○,경남,진주시,한일병원,진주시 범골로 17,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-750-1333
2020년 11월 02일 16시,○,경남,창원시,창원시 진해보건소,경남 창원시 진해구 풍호동 1 진해보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-225-6160
2020년 11월 02일 16시,○,경남,창원시,연세에스병원,경남 창원시 진해구 해원로32번길 13,09:00 ~ 14:30,미운영,미운영,055-548-7700
2020년 11월 02일 16시,○,경남,창원시,세광병원,경상남도 창원시 진해구 중원동로 55-1,09:00 ~ 18:00,09:00 ~ 13:00,미운영,055-540-3700
2020년 11월 02일 16시,○,경남,창녕군,창녕군보건소,경남 창녕군 창녕읍 교리 996-1 창녕군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-530-6217
2020년 11월 02일 16시,○,경남,창녕군,태황의료재단한성병원,경남 창녕군 창녕읍 교리1길 2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-530-5119
2020년 11월 02일 16시,○,경남,창원시,창원시 창원보건소,경남 창원시 의창구 신월동  창원보건소 96-2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-225-4281
2020년 11월 02일 16시,○,경남,창원시,창원경상대학교병원,창원시 성산구 삼정자로11,09:00 ~ 17:00,미운영,미운영,055-214-1000
2020년 11월 02일 16시,○,경남,창원시,창원파티마병원,창원시 의창구 창이대로 45,09:00 ~ 17:00,09:00 ~ 12:00,미운영,055-270-1020
2020년 11월 02일 16시,○,경남,창원시,한마음창원병원,창원시 성산구 원이대로 682번길 21,09:00 ~ 17:00,09:00 ~ 12:00,미운영,055-267-2000
2020년 11월 02일 16시,○,경남,통영시,통영시보건소,경남 통영시 무전동 401-1 통영시보건소,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,055-650-6055
2020년 11월 02일 16시,○,경남,통영시,통영적십자병원 ,경남 통영시 중앙로97,09:00 ~ 18:00,09:00 ~ 12:30,미운영,055-644-8901
2020년 11월 02일 16시,○,경남,하동군,하동군보건소,경남 하동군 하동읍 읍내리 149-1 하동보건소,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,055-882-4000
2020년 11월 02일 16시,○,경남,하동군,새하동병원,경상남도 하동군 하동읍 화심길 39,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-880-4200
2020년 11월 02일 16시,○,경남,함안군,함안군보건소,경상남도 함안군 가야읍 말산리 100번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-580-3113
2020년 11월 02일 16시,○,경남,함안군,영동병원,경남 함안군 칠원읍 용산2길 45-13,09:00 ~ 18:00,09:00 ~ 12:00,미운영,055-586-2000
2020년 11월 02일 16시,○,경남,함양군,함양군보건소,경남 함양군 함양읍 용평리 630-3 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-960-8040
2020년 11월 02일 16시,○,경남,함양군,함양성심병원,함양군 함양읍 고운로 70,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,055-963-4322
2020년 11월 02일 16시,○,경남,합천군,합천군보건소,경남 합천군 합천읍 합천리 524-1,08:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,055-930-3683
2020년 11월 02일 16시,○,경남,산청군,산청군보건의료원,경상남도 산청군 산청읍 지리 중앙로97,01:00 ~ 24:00,01:00 ~ 24:00,01:00 ~ 24:00,055-970-7582
